"Automovel","Bicicleta","Caminhao","Moto","Onibus","Outros","Utilitario","Periodo","Km_cat","Gravemente_feridos_Mortos","Chave"
3,0,0,0,0,0,0,"noturno","(200,225]",0,"NOVADUTRA_BR-116/SP_64601_2018-09-10"
0,0,0,0,0,0,1,"noturno","(200,225]",0,"NOVADUTRA_BR-116/SP_79301_2018-09-10"
1,0,0,0,0,1,0,"madrugada","(75,100]",0,"NOVADUTRA_BR-116/SP_8801_2018-09-10"
3,0,0,0,0,0,0,"manha","(200,225]",0,"NOVADUTRA_BR-116/SP_21201_2018-09-10"
2,0,0,0,0,0,0,"manha","(200,225]",0,"NOVADUTRA_BR-116/SP_28901_2018-09-10"
4,0,0,0,0,0,0,"manha","(150,175]",0,"NOVADUTRA_BR-116/SP_32401_2018-09-10"
1,0,1,0,0,0,0,"manha","(125,150]",0,"NOVADUTRA_BR-116/SP_33701_2018-09-11"
0,0,1,1,0,0,0,"vespertino","(100,125]",0,"NOVADUTRA_BR-116/SP_51801_2018-09-11"
1,0,0,1,0,0,0,"vespertino","(225,250]",0,"NOVADUTRA_BR-116/SP_59401_2018-09-11"
0,0,0,1,0,1,0,"noturno","(200,225]",0,"NOVADUTRA_BR-116/SP_63401_2018-09-11"
0,0,0,0,0,0,1,"madrugada","(50,75]",0,"NOVADUTRA_BR-116/SP_3201_2018-09-11"
0,0,1,0,0,0,0,"noturno","(150,175]",0,"NOVADUTRA_BR-116/SP_72801_2018-09-11"
0,0,1,0,0,0,1,"madrugada","(100,125]",0,"NOVADUTRA_BR-116/SP_4301_2018-09-11"
0,0,2,0,0,0,0,"madrugada","(25,50]",0,"NOVADUTRA_BR-116/SP_4401_2018-09-11"
3,0,0,0,0,0,0,"vespertino","(125,150]",0,"NOVADUTRA_BR-116/SP_52201_2010-01-12"
1,0,0,0,0,0,0,"vespertino","(25,50]",0,"NOVADUTRA_BR-116/SP_53201_2010-01-12"
2,0,0,0,0,0,0,"vespertino","(100,125]",0,"NOVADUTRA_BR-116/SP_54801_2010-01-12"
1,0,1,0,0,0,0,"vespertino","(200,225]",0,"NOVADUTRA_BR-116/SP_56901_2010-01-12"
0,0,2,0,0,0,0,"noturno","(125,150]",0,"NOVADUTRA_BR-116/SP_61101_2010-01-12"
1,0,0,0,0,0,0,"noturno","(225,250]",0,"NOVADUTRA_BR-116/SP_62401_2010-01-12"
2,0,0,0,0,0,0,"noturno","(125,150]",0,"NOVADUTRA_BR-116/SP_65701_2010-01-12"
0,0,0,1,0,0,0,"noturno","(225,250]",0,"NOVADUTRA_BR-116/SP_70401_2010-01-12"
1,0,3,0,0,0,0,"manha","(200,225]",0,"NOVADUTRA_BR-116/SP_10801_2010-01-12"
1,0,1,0,0,0,0,"manha","(175,200]",0,"NOVADUTRA_BR-116/SP_11301_2010-01-12"
1,0,0,0,0,0,0,"manha","(200,225]",0,"NOVADUTRA_BR-116/SP_17901_2010-01-12"
2,0,0,0,0,0,0,"manha","(175,200]",0,"NOVADUTRA_BR-116/SP_23701_2010-01-12"
4,0,1,0,0,0,0,"manha","(200,225]",0,"NOVADUTRA_BR-116/SP_24101_2010-01-12"
1,0,2,0,0,0,0,"manha","(175,200]",0,"NOVADUTRA_BR-116/SP_25101_2010-01-12"
0,0,2,0,0,0,0,"manha","(175,200]",0,"NOVADUTRA_BR-116/SP_28601_2010-01-12"
0,0,3,0,0,0,0,"vespertino","(125,150]",0,"NOVADUTRA_BR-116/SP_45701_2010-01-13"
1,0,0,1,0,0,0,"vespertino","(225,250]",0,"NOVADUTRA_BR-116/SP_53901_2010-01-13"
1,0,0,0,0,0,0,"vespertino","(150,175]",0,"NOVADUTRA_BR-116/SP_58501_2010-01-13"
0,0,1,1,0,0,0,"vespertino","(225,250]",0,"NOVADUTRA_BR-116/SP_59601_2010-01-13"
1,0,0,0,1,0,0,"noturno","(75,100]",0,"NOVADUTRA_BR-116/SP_69601_2010-01-13"
1,0,0,0,0,0,0,"noturno","[0,25]",0,"NOVADUTRA_BR-116/SP_79901_2010-01-13"
1,0,0,0,0,0,0,"noturno","(150,175]",0,"NOVADUTRA_BR-116/SP_85401_2010-01-13"
1,0,0,0,0,1,0,"noturno","(150,175]",0,"NOVADUTRA_BR-116/SP_86601_2010-01-13"
1,0,0,0,0,0,0,"madrugada","(50,75]",0,"NOVADUTRA_BR-116/SP_7601_2010-01-13"
0,0,0,1,0,0,0,"manha","(200,225]",0,"NOVADUTRA_BR-116/SP_13001_2010-01-13"
2,0,0,0,0,0,0,"manha","(200,225]",0,"NOVADUTRA_BR-116/SP_15201_2010-01-13"
1,0,0,0,0,0,0,"manha","(200,225]",0,"NOVADUTRA_BR-116/SP_15801_2010-01-13"
0,0,0,1,0,1,0,"manha","(200,225]",0,"NOVADUTRA_BR-116/SP_21101_2010-01-13"
1,0,1,0,0,0,0,"manha","(150,175]",1,"NOVADUTRA_BR-116/SP_24601_2010-01-13"
1,0,0,0,1,0,0,"manha","(200,225]",0,"NOVADUTRA_BR-116/SP_27501_2010-01-13"
0,0,0,1,0,0,0,"manha","(200,225]",0,"NOVADUTRA_BR-116/SP_29001_2010-01-13"
0,0,0,1,0,1,0,"manha","(125,150]",0,"NOVADUTRA_BR-116/SP_34201_2010-01-14"
0,0,0,1,0,0,0,"manha","(50,75]",0,"NOVADUTRA_BR-116/SP_37101_2010-01-14"
1,0,0,1,0,0,0,"vespertino","(200,225]",0,"NOVADUTRA_BR-116/SP_42001_2010-01-14"
0,0,0,1,0,0,0,"vespertino","(200,225]",0,"NOVADUTRA_BR-116/SP_44101_2010-01-14"
1,0,0,0,0,0,0,"vespertino","(25,50]",0,"NOVADUTRA_BR-116/SP_52401_2010-01-14"
0,0,1,0,0,0,0,"vespertino","(125,150]",0,"NOVADUTRA_BR-116/SP_57601_2010-01-14"
1,0,0,0,0,0,0,"vespertino","(125,150]",0,"NOVADUTRA_BR-116/SP_57801_2010-01-14"
0,0,1,0,0,0,0,"vespertino","(150,175]",0,"NOVADUTRA_BR-116/SP_59401_2010-01-14"
0,0,0,0,0,0,1,"vespertino","(50,75]",0,"NOVADUTRA_BR-116/SP_61701_2010-01-14"
2,0,0,0,0,1,0,"noturno","(200,225]",0,"NOVADUTRA_BR-116/SP_70301_2010-01-14"
1,0,0,0,1,0,0,"noturno","(150,175]",0,"NOVADUTRA_BR-116/SP_74101_2010-01-14"
1,0,0,0,0,1,0,"noturno","(125,150]",0,"NOVADUTRA_BR-116/SP_75301_2010-01-14"
0,0,2,0,0,0,0,"madrugada","(100,125]",0,"NOVADUTRA_BR-116/SP_4101_2010-01-14"
1,0,1,0,0,0,0,"manha","(75,100]",0,"NOVADUTRA_BR-116/SP_10901_2010-01-14"
2,0,0,0,0,0,0,"manha","(100,125]",0,"NOVADUTRA_BR-116/SP_13701_2010-01-14"
0,0,1,0,0,0,0,"manha","(150,175]",0,"NOVADUTRA_BR-116/SP_22401_2010-01-14"
0,0,0,1,0,0,0,"manha","(225,250]",0,"NOVADUTRA_BR-116/SP_29201_2010-01-14"
0,0,1,0,0,0,0,"madrugada","(150,175]",0,"NOVADUTRA_BR-116/SP_1601_2010-01-15"
1,0,0,0,0,0,0,"vespertino","(50,75]",0,"NOVADUTRA_BR-116/SP_44501_2010-01-15"
0,0,1,1,0,0,0,"vespertino","(225,250]",0,"NOVADUTRA_BR-116/SP_45801_2010-01-15"
0,0,1,0,1,0,0,"vespertino","(200,225]",0,"NOVADUTRA_BR-116/SP_53701_2010-01-15"
1,0,3,0,0,0,1,"vespertino","(175,200]",0,"NOVADUTRA_BR-116/SP_56301_2010-01-15"
1,0,0,0,0,1,0,"vespertino","(50,75]",0,"NOVADUTRA_BR-116/SP_60601_2010-01-15"
1,0,0,0,0,0,0,"noturno","(50,75]",0,"NOVADUTRA_BR-116/SP_64401_2010-01-15"
1,0,0,0,0,0,0,"noturno","[0,25]",0,"NOVADUTRA_BR-116/SP_66901_2010-01-15"
1,0,1,0,0,0,0,"noturno","(225,250]",0,"NOVADUTRA_BR-116/SP_69001_2010-01-15"
1,0,1,0,0,0,0,"madrugada","(25,50]",0,"NOVADUTRA_BR-116/SP_3301_2010-01-15"
1,0,0,0,0,0,0,"noturno","(25,50]",0,"NOVADUTRA_BR-116/SP_79501_2010-01-15"
1,0,1,0,0,0,0,"noturno","(200,225]",0,"NOVADUTRA_BR-116/SP_80201_2010-01-15"
1,0,1,0,0,0,0,"noturno","(25,50]",0,"NOVADUTRA_BR-116/SP_80801_2010-01-15"
1,0,0,0,0,0,0,"noturno","(125,150]",0,"NOVADUTRA_BR-116/SP_88601_2010-01-15"
1,0,0,1,0,0,0,"manha","(200,225]",0,"NOVADUTRA_BR-116/SP_13001_2010-01-15"
1,0,0,0,0,0,0,"manha","(75,100]",0,"NOVADUTRA_BR-116/SP_30201_2010-01-15"
1,0,0,0,0,0,0,"madrugada","[0,25]",0,"NOVADUTRA_BR-116/SP_2101_2010-01-16"
1,0,1,0,0,0,0,"manha","(150,175]",0,"NOVADUTRA_BR-116/SP_31401_2010-01-16"
1,0,0,0,0,0,1,"manha","(150,175]",0,"NOVADUTRA_BR-116/SP_32901_2010-01-16"
0,0,1,1,0,0,0,"manha","(200,225]",0,"NOVADUTRA_BR-116/SP_35201_2010-01-16"
2,0,0,0,0,0,0,"vespertino","(200,225]",0,"NOVADUTRA_BR-116/SP_39301_2010-01-16"
2,0,0,0,0,0,0,"vespertino","(200,225]",0,"NOVADUTRA_BR-116/SP_45201_2010-01-16"
0,0,0,0,0,0,0,"vespertino","(75,100]",0,"NOVADUTRA_BR-116/SP_45901_2010-01-16"
4,0,0,0,0,0,0,"vespertino","(125,150]",0,"NOVADUTRA_BR-116/SP_47901_2010-01-16"
2,0,0,0,0,0,0,"vespertino","(125,150]",0,"NOVADUTRA_BR-116/SP_49401_2010-01-16"
1,0,1,0,0,0,0,"vespertino","(200,225]",0,"NOVADUTRA_BR-116/SP_54401_2010-01-16"
1,0,0,0,0,0,0,"vespertino","(200,225]",0,"NOVADUTRA_BR-116/SP_57601_2010-01-16"
1,0,0,0,0,0,0,"noturno","(150,175]",0,"NOVADUTRA_BR-116/SP_62801_2010-01-16"
1,0,0,0,0,0,0,"noturno","(200,225]",0,"NOVADUTRA_BR-116/SP_69301_2010-01-16"
0,1,0,0,0,1,0,"noturno","(75,100]",1,"NOVADUTRA_BR-116/SP_72101_2010-01-16"
2,0,0,0,0,0,0,"noturno","(200,225]",0,"NOVADUTRA_BR-116/SP_74901_2010-01-16"
1,0,1,1,0,0,0,"noturno","(175,200]",1,"NOVADUTRA_BR-116/SP_75701_2010-01-16"
1,0,1,0,0,0,0,"madrugada","(125,150]",0,"NOVADUTRA_BR-116/SP_5101_2010-01-16"
1,0,0,0,0,0,0,"madrugada","(125,150]",0,"NOVADUTRA_BR-116/SP_8601_2010-01-16"
2,0,0,0,0,0,0,"madrugada","(125,150]",0,"NOVADUTRA_BR-116/SP_9001_2010-01-16"
1,0,0,0,0,0,0,"manha","(200,225]",0,"NOVADUTRA_BR-116/SP_14001_2010-01-16"
2,0,0,0,0,0,0,"manha","(200,225]",0,"NOVADUTRA_BR-116/SP_15801_2010-01-16"
1,0,0,0,0,0,0,"manha","(175,200]",0,"NOVADUTRA_BR-116/SP_19301_2010-01-16"
1,0,0,0,0,0,0,"madrugada","(175,200]",0,"NOVADUTRA_BR-116/SP_1801_2010-01-17"
1,0,0,0,0,0,0,"madrugada","(175,200]",0,"NOVADUTRA_BR-116/SP_2201_2010-01-17"
2,0,0,0,0,1,0,"vespertino","(100,125]",0,"NOVADUTRA_BR-116/SP_32801_2010-01-17"
2,0,0,0,0,0,0,"vespertino","(100,125]",0,"NOVADUTRA_BR-116/SP_33301_2010-01-17"
2,0,0,0,0,0,0,"vespertino","(100,125]",0,"NOVADUTRA_BR-116/SP_44501_2010-01-17"
1,0,1,0,0,0,0,"vespertino","(50,75]",0,"NOVADUTRA_BR-116/SP_47301_2010-01-17"
2,0,0,0,0,0,0,"noturno","(125,150]",0,"NOVADUTRA_BR-116/SP_52801_2010-01-17"
1,0,0,0,0,0,0,"madrugada","(175,200]",0,"NOVADUTRA_BR-116/SP_2901_2010-01-17"
3,0,0,0,0,0,0,"madrugada","(200,225]",0,"NOVADUTRA_BR-116/SP_3701_2010-01-17"
0,0,0,2,0,0,0,"noturno","(100,125]",0,"NOVADUTRA_BR-116/SP_64901_2010-01-17"
1,0,0,0,0,0,0,"madrugada","(50,75]",0,"NOVADUTRA_BR-116/SP_5501_2010-01-17"
1,0,0,0,0,0,0,"manha","(125,150]",0,"NOVADUTRA_BR-116/SP_11501_2010-01-17"
2,0,0,0,0,0,0,"madrugada","(25,50]",0,"NOVADUTRA_BR-116/SP_1501_2010-01-18"
2,0,0,0,0,0,0,"vespertino","(150,175]",0,"NOVADUTRA_BR-116/SP_38901_2010-01-18"
0,0,0,1,0,0,0,"vespertino","(200,225]",0,"NOVADUTRA_BR-116/SP_42101_2010-01-18"
0,0,0,1,0,0,0,"vespertino","(125,150]",0,"NOVADUTRA_BR-116/SP_50501_2010-01-18"
1,0,1,0,0,1,1,"vespertino","(175,200]",0,"NOVADUTRA_BR-116/SP_58801_2010-01-18"
0,0,0,1,0,1,0,"vespertino","(200,225]",0,"NOVADUTRA_BR-116/SP_60901_2010-01-18"
0,0,0,1,0,0,0,"noturno","(200,225]",0,"NOVADUTRA_BR-116/SP_64401_2010-01-18"
1,0,1,0,0,0,0,"noturno","(150,175]",0,"NOVADUTRA_BR-116/SP_79301_2010-01-18"
0,0,2,0,0,0,0,"noturno","(175,200]",0,"NOVADUTRA_BR-116/SP_81301_2010-01-18"
0,0,1,0,0,0,0,"madrugada","(200,225]",0,"NOVADUTRA_BR-116/SP_5001_2010-01-18"
1,0,0,0,0,1,0,"manha","(225,250]",0,"NOVADUTRA_BR-116/SP_11701_2010-01-18"
0,0,0,1,0,0,0,"manha","(225,250]",0,"NOVADUTRA_BR-116/SP_37201_2010-01-19"
1,0,1,0,0,0,0,"manha","(125,150]",0,"NOVADUTRA_BR-116/SP_38401_2010-01-19"
1,0,0,0,0,0,1,"vespertino","(200,225]",0,"NOVADUTRA_BR-116/SP_45101_2010-01-19"
0,0,0,1,0,0,0,"vespertino","(225,250]",0,"NOVADUTRA_BR-116/SP_55201_2010-01-19"
1,0,1,0,0,0,0,"vespertino","(225,250]",0,"NOVADUTRA_BR-116/SP_58101_2010-01-19"
2,0,0,0,0,0,0,"vespertino","(225,250]",0,"NOVADUTRA_BR-116/SP_60501_2010-01-19"
2,0,0,1,0,0,0,"vespertino","(150,175]",0,"NOVADUTRA_BR-116/SP_66801_2010-01-19"
0,0,0,1,0,0,0,"vespertino","(200,225]",0,"NOVADUTRA_BR-116/SP_67201_2010-01-19"
1,0,0,0,0,1,0,"vespertino","(125,150]",0,"NOVADUTRA_BR-116/SP_69901_2010-01-19"
1,0,0,0,0,0,0,"noturno","(50,75]",0,"NOVADUTRA_BR-116/SP_74701_2010-01-19"
1,0,0,1,0,0,0,"noturno","(200,225]",0,"NOVADUTRA_BR-116/SP_75801_2010-01-19"
0,0,0,1,0,1,0,"noturno","(225,250]",0,"NOVADUTRA_BR-116/SP_84001_2010-01-19"
1,0,1,0,0,0,0,"noturno","(75,100]",0,"NOVADUTRA_BR-116/SP_93201_2010-01-19"
0,1,0,0,0,0,1,"madrugada","(125,150]",0,"NOVADUTRA_BR-116/SP_8001_2010-01-19"
0,0,1,0,0,0,0,"madrugada","(25,50]",0,"NOVADUTRA_BR-116/SP_9501_2010-01-19"
0,0,2,0,0,0,0,"madrugada","(25,50]",0,"NOVADUTRA_BR-116/SP_901_2010-01-20"
1,0,1,0,0,0,0,"madrugada","(175,200]",0,"NOVADUTRA_BR-116/SP_1201_2010-01-20"
1,0,1,0,0,0,0,"manha","(125,150]",0,"NOVADUTRA_BR-116/SP_34001_2010-01-20"
1,0,0,1,0,0,0,"vespertino","(200,225]",0,"NOVADUTRA_BR-116/SP_41701_2010-01-20"
1,0,1,0,0,0,0,"vespertino","(125,150]",0,"NOVADUTRA_BR-116/SP_52401_2010-01-20"
3,0,0,0,0,0,0,"vespertino","(200,225]",0,"NOVADUTRA_BR-116/SP_54501_2010-01-20"
1,0,2,0,0,0,0,"vespertino","(150,175]",1,"NOVADUTRA_BR-116/SP_54601_2010-01-20"
1,0,1,0,0,0,0,"vespertino","(125,150]",0,"NOVADUTRA_BR-116/SP_66901_2010-01-20"
3,0,0,0,0,0,0,"vespertino","(200,225]",0,"NOVADUTRA_BR-116/SP_68101_2010-01-20"
1,0,1,0,0,0,0,"noturno","(225,250]",0,"NOVADUTRA_BR-116/SP_71601_2010-01-20"
0,0,2,0,0,0,0,"noturno","(225,250]",0,"NOVADUTRA_BR-116/SP_82101_2010-01-20"
1,0,0,0,0,0,0,"noturno","(175,200]",0,"NOVADUTRA_BR-116/SP_84701_2010-01-20"
3,0,0,0,0,0,0,"manha","(200,225]",0,"NOVADUTRA_BR-116/SP_13401_2010-01-20"
0,0,2,0,0,0,0,"manha","(125,150]",1,"NOVADUTRA_BR-116/SP_13901_2010-01-20"
2,0,0,0,0,0,0,"manha","(200,225]",0,"NOVADUTRA_BR-116/SP_15301_2010-01-20"
1,0,0,1,0,0,0,"manha","(200,225]",0,"NOVADUTRA_BR-116/SP_19001_2010-01-20"
3,0,0,0,0,0,0,"manha","(200,225]",0,"NOVADUTRA_BR-116/SP_21401_2010-01-20"
0,0,0,2,0,0,0,"manha","(125,150]",0,"NOVADUTRA_BR-116/SP_29301_2010-01-20"
1,0,0,0,0,0,0,"manha","(25,50]",0,"NOVADUTRA_BR-116/SP_37601_2010-01-21"
3,0,0,0,0,0,0,"vespertino","(125,150]",0,"NOVADUTRA_BR-116/SP_55001_2010-01-21"
0,0,1,0,0,0,0,"vespertino","(175,200]",0,"NOVADUTRA_BR-116/SP_62201_2010-01-21"
0,0,2,0,0,0,0,"vespertino","(150,175]",0,"NOVADUTRA_BR-116/SP_64901_2010-01-21"
2,0,0,0,0,0,0,"vespertino","(150,175]",0,"NOVADUTRA_BR-116/SP_65601_2010-01-21"
2,0,0,0,0,0,0,"noturno","(125,150]",0,"NOVADUTRA_BR-116/SP_70801_2010-01-21"
1,0,0,0,0,0,0,"noturno","(125,150]",0,"NOVADUTRA_BR-116/SP_76101_2010-01-21"
1,0,0,0,0,0,0,"madrugada","(25,50]",0,"NOVADUTRA_BR-116/SP_5301_2010-01-21"
1,0,0,0,0,0,0,"madrugada","(200,225]",0,"NOVADUTRA_BR-116/SP_7501_2010-01-21"
1,0,0,2,0,0,0,"manha","(200,225]",0,"NOVADUTRA_BR-116/SP_16301_2010-01-21"
0,0,1,0,0,0,0,"manha","(100,125]",0,"NOVADUTRA_BR-116/SP_20201_2010-01-21"
1,0,0,0,0,0,0,"manha","(225,250]",1,"NOVADUTRA_BR-116/SP_22101_2010-01-21"
1,0,0,0,0,0,0,"manha","(175,200]",0,"NOVADUTRA_BR-116/SP_32601_2010-01-22"
0,0,1,1,0,0,0,"vespertino","(200,225]",0,"NOVADUTRA_BR-116/SP_49301_2010-01-22"
0,0,1,0,0,0,0,"vespertino","(175,200]",0,"NOVADUTRA_BR-116/SP_51101_2010-01-22"
3,0,0,0,0,0,0,"vespertino","(200,225]",0,"NOVADUTRA_BR-116/SP_51901_2010-01-22"
3,0,0,0,0,1,0,"vespertino","(100,125]",0,"NOVADUTRA_BR-116/SP_59001_2010-01-22"
2,0,0,0,0,1,0,"vespertino","(100,125]",0,"NOVADUTRA_BR-116/SP_65501_2010-01-22"
1,0,0,1,0,0,0,"madrugada","(125,150]",0,"NOVADUTRA_BR-116/SP_2601_2010-01-22"
1,0,0,0,0,0,0,"madrugada","(150,175]",0,"NOVADUTRA_BR-116/SP_2901_2010-01-22"
0,0,0,0,0,0,0,"noturno","(50,75]",0,"NOVADUTRA_BR-116/SP_89301_2010-01-22"
1,0,0,0,0,0,0,"madrugada","(200,225]",0,"NOVADUTRA_BR-116/SP_7501_2010-01-22"
1,0,0,1,0,0,0,"manha","(200,225]",0,"NOVADUTRA_BR-116/SP_20201_2010-01-22"
1,0,1,0,0,0,0,"vespertino","(175,200]",0,"NOVADUTRA_BR-116/SP_42901_2010-01-23"
1,0,0,0,0,0,0,"vespertino","(200,225]",0,"NOVADUTRA_BR-116/SP_46801_2010-01-23"
1,0,1,0,0,0,0,"vespertino","(75,100]",0,"NOVADUTRA_BR-116/SP_49201_2010-01-23"
0,0,2,0,0,0,0,"vespertino","(25,50]",0,"NOVADUTRA_BR-116/SP_50001_2010-01-23"
0,0,1,0,0,1,0,"vespertino","(225,250]",0,"NOVADUTRA_BR-116/SP_50601_2010-01-23"
1,0,1,0,0,0,0,"manha","(50,75]",0,"NOVADUTRA_BR-116/SP_21101_2012-12-10"
1,0,1,0,0,0,0,"manha","(200,225]",0,"NOVADUTRA_BR-116/SP_22101_2012-12-10"
0,0,0,1,0,0,1,"manha","(225,250]",0,"NOVADUTRA_BR-116/SP_26401_2012-12-10"
0,0,2,0,0,0,0,"manha","(175,200]",0,"NOVADUTRA_BR-116/SP_27301_2012-12-10"
0,0,2,0,0,0,0,"manha","(225,250]",0,"NOVADUTRA_BR-116/SP_37601_2012-12-11"
2,0,0,0,0,0,0,"manha","[0,25]",0,"NOVADUTRA_BR-116/SP_38601_2012-12-11"
0,0,0,1,0,0,0,"vespertino","(225,250]",0,"NOVADUTRA_BR-116/SP_46501_2012-12-11"
1,0,0,0,0,0,0,"vespertino","(200,225]",0,"NOVADUTRA_BR-116/SP_51901_2012-12-11"
0,0,2,0,0,0,0,"vespertino","(175,200]",0,"NOVADUTRA_BR-116/SP_52901_2012-12-11"
1,0,1,0,0,0,0,"vespertino","(175,200]",0,"NOVADUTRA_BR-116/SP_56301_2012-12-11"
0,0,1,0,0,0,0,"vespertino","(75,100]",0,"NOVADUTRA_BR-116/SP_61901_2012-12-11"
1,0,0,1,0,0,0,"vespertino","(100,125]",0,"NOVADUTRA_BR-116/SP_63801_2012-12-11"
1,0,0,0,1,0,0,"vespertino","(200,225]",0,"NOVADUTRA_BR-116/SP_67601_2012-12-11"
0,0,1,1,0,0,0,"noturno","(100,125]",0,"NOVADUTRA_BR-116/SP_73401_2012-12-11"
0,0,0,0,0,1,1,"madrugada","(175,200]",0,"NOVADUTRA_BR-116/SP_9601_2012-12-11"
2,0,0,0,0,0,0,"manha","(25,50]",0,"NOVADUTRA_BR-116/SP_23301_2012-12-11"
1,0,0,0,0,0,0,"manha","(50,75]",0,"NOVADUTRA_BR-116/SP_24101_2012-12-11"
0,0,0,1,0,0,0,"manha","(225,250]",0,"NOVADUTRA_BR-116/SP_28901_2012-12-11"
1,0,0,0,0,0,0,"manha","(100,125]",0,"NOVADUTRA_BR-116/SP_35101_2012-12-12"
0,0,1,0,0,0,0,"manha","(50,75]",0,"NOVADUTRA_BR-116/SP_37901_2012-12-12"
2,0,0,0,0,0,0,"manha","(125,150]",0,"NOVADUTRA_BR-116/SP_39801_2012-12-12"
1,0,1,0,0,0,0,"vespertino","(100,125]",0,"NOVADUTRA_BR-116/SP_46801_2012-12-12"
1,0,2,0,0,0,0,"vespertino","(150,175]",0,"NOVADUTRA_BR-116/SP_47101_2012-12-12"
3,0,0,0,0,0,0,"vespertino","(100,125]",0,"NOVADUTRA_BR-116/SP_58501_2012-12-12"
1,0,0,0,0,0,0,"vespertino","(50,75]",0,"NOVADUTRA_BR-116/SP_62201_2012-12-12"
1,0,0,1,0,0,0,"vespertino","(200,225]",0,"NOVADUTRA_BR-116/SP_63301_2012-12-12"
1,0,0,0,0,0,0,"vespertino","(150,175]",0,"NOVADUTRA_BR-116/SP_63701_2012-12-12"
0,0,0,0,0,0,1,"noturno","[0,25]",0,"NOVADUTRA_BR-116/SP_68201_2012-12-12"
0,0,0,0,0,0,1,"noturno","[0,25]",0,"NOVADUTRA_BR-116/SP_70101_2012-12-12"
1,0,0,1,0,0,0,"noturno","(200,225]",0,"NOVADUTRA_BR-116/SP_76901_2012-12-12"
2,0,0,0,0,0,0,"noturno","(200,225]",0,"NOVADUTRA_BR-116/SP_80101_2012-12-12"
0,0,0,0,0,1,0,"noturno","(125,150]",0,"NOVADUTRA_BR-116/SP_84801_2012-12-12"
1,0,0,0,0,0,0,"madrugada","(150,175]",0,"NOVADUTRA_BR-116/SP_7201_2012-12-12"
1,0,0,0,0,0,0,"madrugada","(125,150]",0,"NOVADUTRA_BR-116/SP_9601_2012-12-12"
0,0,1,0,0,1,0,"madrugada","(50,75]",0,"NOVADUTRA_BR-116/SP_9801_2012-12-12"
1,0,2,0,0,0,0,"manha","(150,175]",0,"NOVADUTRA_BR-116/SP_15601_2012-12-12"
1,0,0,0,0,1,0,"manha","(200,225]",0,"NOVADUTRA_BR-116/SP_21801_2012-12-12"
0,0,1,0,0,0,0,"manha","(50,75]",0,"NOVADUTRA_BR-116/SP_26001_2012-12-12"
0,0,1,1,0,0,0,"madrugada","(150,175]",0,"NOVADUTRA_BR-116/SP_2101_2012-12-13"
1,0,1,0,0,0,0,"vespertino","(225,250]",0,"NOVADUTRA_BR-116/SP_42001_2012-12-13"
0,0,2,0,0,0,0,"vespertino","(75,100]",0,"NOVADUTRA_BR-116/SP_45901_2012-12-13"
0,0,0,1,0,0,0,"vespertino","(125,150]",0,"NOVADUTRA_BR-116/SP_49901_2012-12-13"
0,0,1,0,0,1,0,"vespertino","(200,225]",0,"NOVADUTRA_BR-116/SP_53201_2012-12-13"
1,0,1,0,0,0,0,"vespertino","(175,200]",0,"NOVADUTRA_BR-116/SP_57101_2012-12-13"
1,0,0,0,0,0,0,"vespertino","(50,75]",0,"NOVADUTRA_BR-116/SP_57901_2012-12-13"
0,0,1,0,0,0,0,"vespertino","[0,25]",0,"NOVADUTRA_BR-116/SP_58101_2012-12-13"
1,0,0,0,0,0,0,"vespertino","(150,175]",0,"NOVADUTRA_BR-116/SP_58601_2012-12-13"
2,0,1,0,0,0,0,"noturno","(200,225]",0,"NOVADUTRA_BR-116/SP_72201_2012-12-13"
0,0,0,1,0,0,0,"noturno","(125,150]",0,"NOVADUTRA_BR-116/SP_75901_2012-12-13"
0,0,1,0,0,0,0,"noturno","(25,50]",0,"NOVADUTRA_BR-116/SP_75801_2012-12-13"
3,0,0,0,0,0,0,"madrugada","(150,175]",0,"NOVADUTRA_BR-116/SP_4001_2012-12-13"
0,0,1,0,0,0,1,"noturno","(25,50]",0,"NOVADUTRA_BR-116/SP_78301_2012-12-13"
2,0,1,0,0,0,1,"noturno","(200,225]",0,"NOVADUTRA_BR-116/SP_79401_2012-12-13"
1,0,1,0,0,0,0,"noturno","(200,225]",0,"NOVADUTRA_BR-116/SP_85701_2012-12-13"
1,0,0,0,0,0,0,"noturno","(200,225]",0,"NOVADUTRA_BR-116/SP_85901_2012-12-13"
2,0,0,0,0,0,0,"noturno","(200,225]",0,"NOVADUTRA_BR-116/SP_87701_2012-12-13"
0,0,1,0,0,0,0,"noturno","(200,225]",0,"NOVADUTRA_BR-116/SP_89201_2012-12-13"
1,0,0,0,0,0,0,"madrugada","(200,225]",0,"NOVADUTRA_BR-116/SP_6101_2012-12-13"
7,0,0,0,1,0,1,"madrugada","(200,225]",0,"NOVADUTRA_BR-116/SP_8301_2012-12-13"
1,0,0,1,0,1,0,"manha","(225,250]",0,"NOVADUTRA_BR-116/SP_14201_2012-12-13"
0,0,2,0,0,0,0,"manha","(50,75]",0,"NOVADUTRA_BR-116/SP_16301_2012-12-13"
1,0,0,1,0,0,0,"manha","(200,225]",0,"NOVADUTRA_BR-116/SP_20101_2012-12-13"
0,0,1,0,0,0,0,"manha","(125,150]",0,"NOVADUTRA_BR-116/SP_23301_2012-12-13"
